STOCK,Accuracy,Symbol
,54.310344827586206,ATLCL
,53.23741007194245,ATLCP
,71.42857142857143,ATLCZ
,60.47854785478548,ATLO
,59.67741935483871,ATLX
,72.41379310344827,ATMC
,93.44262295081968,ATMCU
,63.793103448275865,ATMV
,91.93548387096774,ATMVU
,66.5680473372781,ATNF
,57.33578882750153,ATNI
,49.34725848563969,ATOM
,60.770577933450085,ATOS
,61.53846153846154,ATPC
,54.219409282700425,ATRA
,48.23906083244397,ATRC
,61.78458765209554,ATRO
,52.01923076923077,ATSG
,87.82894736842105,ATXG
,53.392330383480825,ATXI
,52.5,ATXS
,58.07174887892377,ATYR
,66.55100624566273,AUBN
,52.80448717948718,AUDC
,52.51798561151079,AUID
,69.23076923076923,AUMI
,53.333333333333336,AUPH
,49.30555555555556,AUR
,42.5,AURA
,50.17301038062284,AUTL
,61.29032258064516,AUUD
,52.05479452054794,AVAH
,47.91666666666667,AVAV
,14.285714285714285,AVBP
,54.29184549356223,AVDL
,50.81967213114754,AVDX
,54.34782608695652,AVGO
,63.47826086956522,AVGR
,58.235294117647065,AVIR
,53.66379310344828,AVNW
,51.72413793103448,AVO
,48.18181818181818,AVPT
,53.078721745908034,AVT
,48.9051094890511,AVTE
,48.34905660377358,AVTX
,57.38444193912064,AVXL
,57.96610169491525,AWH
,55.89928057553957,AWRE
,60.809018567639264,AXDX
,65.95631326584976,AXGN
,48.90829694323144,AXON
,50.83532219570406,AXSM
,51.84615384615384,AXTI
,50.0,AY
,57.92031098153547,AYRO
,77.40693196405648,AYTU
,50.931677018633536,AZ
,49.742599742599744,AZN
,50.810810810810814,AZPN
,49.45429740791269,AZTA
,53.96825396825397,BABX
,54.474708171206224,BACK
,58.94039735099338,BAER
,61.875,BAFN
,52.5,BAND
,53.62149532710281,BANF
,73.98212512413109,BANFP
,56.00000000000001,BANL
,52.55423372988104,BANR
,47.79270633397313,BANX
,59.23566878980891,BAOS
,44.776119402985074,BASE
,52.38095238095239,BATRA
,52.63157894736842,BATRK
,63.63636363636363,BAYA
,100.0,BAYAU
,48.94259818731118,BBCP
,53.99835119538334,BBGI
,53.26797385620915,BBH
,44.95798319327732,BBIO
,62.29508196721312,BBLG
,72.95081967213115,BBLGW
,54.83870967741935,BBSI
,57.92682926829268,BCAB
,89.06926406926407,BCAL
,60.0,BCAN
,58.36575875486382,BCBP
,73.90988372093024,BCDA
,62.390670553935855,BCLI
,72.07792207792207,BCML
,53.94736842105263,BCOV
,57.08812260536399,BCOW
,59.31758530183727,BCPC
,51.22273628552545,BCRX
,78.34710743801652,BCTX
,51.85185185185185,BCYC
,58.13953488372093,BDGS
,69.91150442477876,BDMD
,60.91127098321343,BDRX
,54.70588235294118,BDSX
,56.730769230769226,BDTX
,46.3768115942029,BEAM
,55.932203389830505,BEAT
,52.08970438328237,BECN
,59.08440629470672,BEEM
,44.44444444444444,BEEZ
,58.69030034465781,BELFA
,51.430781129157,BELFB
,62.60869565217392,BENF
,59.310344827586206,BETR
,70.71984435797665,BFC
,51.59235668789809,BFIN
,54.54545454545454,BFRG
,62.5,BFRI
,54.20875420875421,BFST
,49.058149058149056,BGC
,50.45703839122486,BGFV
,74.53416149068323,BGLC
,58.75,BGM
,45.47677261613692,BGNE
,44.19475655430712,BGRN
,53.84615384615385,BHAT
,48.51190476190476,BHF
,48.73646209386281,BHFAL
,58.47457627118644,BHFAM
,46.42857142857143,BHFAN
,48.18652849740933,BHFAO
,44.44444444444444,BHFAP
,53.896103896103895,BHIL
,75.31584062196308,BHRB
,52.17391304347826,BHST
,52.56410256410257,BIAF
,54.131054131054135,BIB
,52.08110992529349,BIDU
,56.04395604395605,BIGC
,51.86316432498472,BIIB
,46.84385382059801,BILI
,59.57446808510638,BIOR
,56.29139072847682,BIOX
,42.01680672268908,BIRD
,54.70085470085471,BIS
,56.70995670995672,BITF
,53.84615384615385,BITS
,51.70454545454546,BIVI
,63.559322033898304,BJDX
,50.307503075030745,BJK
,53.80159304851557,BJRI
,50.37037037037037,BKCH
,47.61904761904761,BKIV
,50.994431185361975,BKNG
,54.1890440386681,BKR
,73.33333333333333,BKWO
,70.72633895818048,BKYI
,51.075268817204304,BL
,82.0,BLAC
,96.36363636363636,BLACU
,50.29821073558648,BLBD
,76.5625,BLBX
,52.41157556270096,BLCN
,50.0,BLCR
,52.72727272727272,BLDE
,53.78151260504202,BLDP
,65.41353383458647,BLFS
,44.44444444444444,BLFY
,61.63895486935868,BLIN
,52.27502527805864,BLKB
,54.66666666666666,BLLD
,49.31506849315068,BLMN
,55.36959553695955,BLNK
,59.27672955974843,BLRX
,55.78947368421052,BLTE
,49.72273567467653,BLUE
,50.84745762711864,BLZE
,54.48717948717948,BMBL
,44.89795918367347,BMEA
,67.9245283018868,BMR
,70.78313253012048,BMRA
,56.19360131255127,BMRC
,48.18694601128122,BMRN
,61.64383561643836,BNAI
,54.279015240328256,BND
,47.84172661870504,BNDW
,51.01289134438306,BNDX
,61.56583629893239,BNGO
,72.5,BNIX
,60.17699115044248,BNOX
,54.736842105263165,BNR
,71.42857142857143,BNRG
,56.326530612244895,BNTC
,51.12107623318386,BNTX
,68.58974358974359,BNZI
,67.64705882352942,BOCN
,92.92035398230088,BOCNU
,47.368421052631575,BOF
,53.63026235509457,BOKF
,59.87261146496815,BOLT
,52.17391304347826,BON
,61.61217587373168,BOOM
,62.78409090909091,BOSC
,69.1919191919192,BOTJ
,48.41269841269841,BOTZ
,62.96296296296296,BOWN
,85.71428571428571,BOWNU
,58.67507886435332,BOXL
,51.90156599552572,BPMC
,56.64713835060839,BPOP
,61.86770428015564,BPOPM
,53.80116959064327,BPRN
,64.72772277227723,BPTH
,51.127819548872175,BPYPM
,57.48792270531401,BPYPN
,45.65217391304348,BPYPO
,45.45454545454545,BPYPP
,82.6923076923077,BRAC
,97.24770642201835,BRACU
,57.80730897009967,BRAG
,50.877192982456144,BREA
,63.25503355704698,BRFH
,69.71608832807571,BRID
,67.28971962616822,BRKH
,83.33333333333334,BRKHU
,51.22324159021407,BRKL
,51.010101010101,BRKR
,63.41463414634146,BRLS
,57.6,BRLT
,55.172413793103445,BRNS
,54.929577464788736,BRNY
,64.33566433566433,BROG
,66.66666666666666,BRRR
,61.53846153846154,BRTR
,67.78169014084507,BRTX
,50.526315789473685,BRY
,52.13675213675214,BRZE
,59.04761904761905,BSBK
,54.50733752620545,BSCO
,51.294117647058826,BSCP
,51.19363395225464,BSCQ
,50.30674846625767,BSCR
,48.226950354609926,BSCS
,48.01762114537445,BSCT
,47.72727272727273,BSCU
,48.41269841269841,BSCV
,51.94805194805194,BSCW
,64.0,BSCX
,57.09779179810725,BSET
,61.73469387755102,BSFC
,50.0,BSGM
,50.397877984084886,BSJO
,47.23926380368098,BSJP
,47.5177304964539,BSJQ
,47.57709251101321,BSJR
,54.54545454545454,BSJS
,52.38095238095239,BSJT
,62.66666666666667,BSJU
,52.0,BSJV
,73.61111111111111,BSLK
,54.46428571428571,BSMO
,53.77777777777778,BSMP
,51.11111111111111,BSMQ
,54.66666666666666,BSMR
,56.44444444444444,BSMS
,54.42477876106194,BSMT
,56.64739884393064,BSMU
,50.413223140495866,BSMV
,56.60377358490566,BSMW
,57.33244857332449,BSRR
,47.82608695652174,BSSX
,52.53623188405797,BSVN
,47.05882352941176,BSVO
,45.14285714285714,BSY
,52.63157894736842,BTAI
,63.559322033898304,BTBD
,52.980132450331126,BTBT
,68.25633383010432,BTCS
,64.83516483516483,BTCT
,55.639097744360896,BTDR
,56.19834710743802,BTF
,50.0,BTFX
,50.0,BTM
,55.47945205479452,BTMD
,54.54545454545454,BTOG
,57.14285714285714,BTSG
,71.42857142857143,BTSGU
,75.0,BUFC
,50.90909090909091,BUG
,74.07407407407408,BUJA
,94.44444444444444,BUJAU
,55.319148936170215,BULD
,52.38095238095239,BUSE
,83.66285119667015,BVFL
,46.7948717948718,BVS
,56.451612903225815,BWAY
,47.1947194719472,BWB
,63.84615384615384,BWBBP
,56.493506493506494,BWEN
,65.43385490753911,BWFG
,54.29864253393665,BWIN
,51.388888888888886,BWMN
,72.58632840028189,BYFC
,56.50406504065041,BYND
,73.46938775510205,BYNO
,90.56603773584906,BYNOU
,75.73696145124717,BYRN
,55.36723163841808,BYSI
,50.35971223021583,BZ
,60.130718954248366,BZFD
,48.53932584269663,BZUN
,41.66666666666667,CA
,54.58845789971618,CAAS
,51.58371040723983,CABA
,51.7655897821187,CAC
,51.905059337913805,CACC
,57.14285714285714,CADL
,43.18181818181818,CAFG
,50.88272383354351,CAKE
,42.10526315789473,CALC
,63.63636363636363,CALI
,52.1865889212828,CALM
,55.25651808242221,CAMT
,58.71559633027523,CAN
,50.0,CANC
,20.0,CANQ
,75.7751937984496,CAPNR
,62.60162601626016,CAPR
,60.204081632653065,CAPT
,53.77081292850146,CAR
,55.490196078431374,CARA
,60.3267211201867,CARE
,50.0,CARG
,59.13555992141454,CARM
,52.0,CART
,66.21621621621621,CARV
,50.8500772797527,CARZ
,59.5703125,CASH
,58.01144492131617,CASI
,57.92114695340502,CASS
,53.55915562101129,CASY
,54.52261306532663,CATH
,54.149253731343286,CATY
,59.41727367325702,CBAT
,69.97084548104957,CBFV
,46.3768115942029,CBNK
,53.79213483146067,CBRL
,54.21360973411446,CBSH
,53.13432835820896,CBUS
,50.96153846153846,CCAP
,51.92982456140351,CCB
,55.400000000000006,CCBG
,50.0,CCCC
,48.85057471264368,CCCS
,55.97345132743363,CCD
,54.09836065573771,CCEC
,54.33280170122276,CCEP
,68.0,CCG
,72.0,CCGWW
,54.73251028806584,CCLD
,53.271028037383175,CCLDO
,52.73159144893111,CCLDP
,59.84095427435388,CCNE
,70.55555555555556,CCNEP
,46.85816876122082,CCOI
,52.52883762200532,CCRN
,55.64516129032258,CCSI
,36.0,CCSO
,77.77777777777779,CCTG
,57.873210633946826,CDC
,61.46788990825688,CDIO
,47.26027397260274,CDL
,48.85993485342019,CDLX
,57.65407554671968,CDMO
,47.02258726899384,CDNA
,49.86508364813815,CDNS
,51.89873417721519,CDRO
,56.56565656565656,CDT
,54.44444444444444,CDTX
,54.629629629629626,CDW
,58.58585858585859,CDXC
,55.00000000000001,CDXS
,59.13190529875987,CDZI
,51.82481751824818,CDZIP
,60.11904761904761,CEAD
,67.10948236371965,CECO
,56.38297872340425,CEFA
,50.45871559633027,CEG
,51.98776758409785,CELC
,58.333333333333336,CELH
,53.8793103448276,CELU
,66.9833729216152,CELZ
,64.70588235294117,CENN
,52.4436090225564,CENT
,49.76798143851508,CENTA
,50.56818181818182,CENX
,74.13793103448276,CERO
,55.604395604395606,CERS
,51.829268292682926,CERT
,54.090909090909086,CETX
,57.6271186440678,CETY
,51.951672862453535,CEVA
,58.282208588957054,CFA
,50.64935064935064,CFB
,63.672182821118994,CFBK
,57.06605222734255,CFFI
,52.78662420382165,CFFN
,76.19047619047619,CFFS
,92.03539823008848,CFFSU
,50.0,CFLT
,57.46421267893661,CFO
,68.80733944954129,CFSB
,50.50167224080268,CG
,44.05594405594406,CGABL
,49.41176470588236,CGBD
,31.25,CGBDL
,53.49301397205589,CGC
,46.58385093167702,CGEM
,54.00168491996629,CGEN
,48.40764331210191,CGNT
,49.9141385231826,CGNX
,51.18790496760259,CGO
,50.0,CGON
,52.03252032520326,CGTX
,58.35051546391753,CHCI
,56.83414370610481,CHCO
,52.11538461538462,CHDN
,49.37106918238994,CHEF
,57.58241758241758,CHEK
,52.37659963436929,CHI
,50.39426523297491,CHKP
,64.77541371158392,CHMG
,63.358778625954194,CHNR
,63.358778625954194,CHNR
,61.87050359712231,CHR
,48.69942196531792,CHRD
,56.05095541401274,CHRS
,53.68421052631579,CHRW
,53.67965367965368,CHSCL
,53.86221294363257,CHSCM
,50.2970297029703,CHSCN
,52.27272727272727,CHSCO
,51.27719962157048,CHSCP
,42.85714285714285,CHSN
,52.02797202797203,CHTR
,52.50596658711218,CHW
,53.535353535353536,CHX
,55.534351145038165,CHY
,53.88127853881278,CIBR
,55.81395348837209,CIFR
,52.86103542234333,CIGI
,51.157407407407405,CIL
,52.90671473636773,CINF
,61.40350877192983,CING
,59.63302752293578,CISO
,47.368421052631575,CISS
,77.88461538461539,CITE
,94.54545454545456,CITEU
,63.12997347480106,CIVB
,59.09090909090909,CJET
,57.280219780219774,CJJD
,55.342465753424655,CKPT
,52.732871439568896,CLAR
,44.1077441077441,CLBK
,49.70414201183432,CLBT
,59.83219716832722,CLDX
,59.79381443298969,CLEU
,65.50632911392405,CLFD
,56.63430420711975,CLGN
,59.432387312186975,CLIR
,49.448123620309055,CLLS
,53.601108033241,CLMB
,50.05476451259584,CLMT
,55.1357733175915,CLNE
,66.91176470588235,CLNN
,79.66101694915254,CLOA
,53.62903225806451,CLOU
,53.1578947368421,CLOV
,54.94880546075085,CLPS
,60.33613445378151,CLPT
,61.03896103896104,CLRB
,86.66666666666667,CLRC
,96.84210526315788,CLRCU
,62.34428086070215,CLRO
,53.826530612244895,CLSD
,60.16260162601627,CLSK
,56.2962962962963,CLSM
,70.49180327868852,CLST
,62.5,CLWT
,60.30534351145038,CLYM
,49.15966386554621,CMBM
,51.45081387119603,CMCO
,53.08697611536728,CMCSA
,53.64412344057781,CMCT
,54.80859010270776,CME
,54.77031802120141,CMLS
,53.69649805447471,CMMB
,64.17910447761194,CMND
,52.69461077844312,CMPO
,49.51560818083961,CMPR
,55.11363636363637,CMPS
,52.348993288590606,CMPX
,52.08711433756806,CMRX
,61.559260928346106,CMTL
,47.16981132075472,CNCR
,52.87671232876713,CNDT
,58.911564625850346,CNET
,55.4140127388535,CNEY
,64.8960739030023,CNFR
,57.38899933730948,CNOB
,60.30534351145038,CNOBP
,49.41427050053248,CNSL
,63.92694063926941,CNSP
,50.35460992907801,CNTA
,62.91390728476821,CNTB
,69.76744186046511,CNTM
,59.50413223140496,CNTX
,56.675392670157066,CNTY
,56.68292682926829,CNVS
,50.29940119760479,CNXC
,49.122807017543856,CNXN
,57.24137931034483,COCH
,45.45454545454545,COCO
,63.48684210526315,COCP
,72.30499561787906,CODA
,54.89614243323442,CODX
,43.47826086956522,COEP
,77.0104895104895,COFS
,51.82724252491694,COGT
,54.70932852636322,COHU
,49.32432432432432,COIN
,60.05434782608695,COKE
,52.81249999999999,COLB
,49.55156950672646,COLL
,49.42616679418516,COLM
,52.58126195028681,COMM
,56.75105485232067,COMT
,53.086419753086425,CONL
,53.5421686746988,COO
,56.55058043117744,COOP
,71.95121951219512,COOT
,56.14035087719298,COPJ
,50.0,COPP
,51.0468594217348,CORT
,50.0,CORZ
,69.43231441048034,COSM
,49.73684210526316,COST
,62.29508196721312,COWG
,38.46153846153847,COWS
,54.09836065573771,COYA
,52.9891304347826,CPB
,57.14285714285714,CPBI
,57.416879795396426,CPHC
,55.374149659863946,CPIX
,62.04379562043796,CPOP
,49.76836532097949,CPRT
,56.8649885583524,CPRX
,73.0106100795756,CPSH
,55.56257901390644,CPSS
,51.33333333333333,CPTN
,41.935483870967744,CPZ
,57.082452431289646,CRBP
,55.970149253731336,CRBU
,50.66666666666667,CRCT
,66.53185035389282,CRDF
,54.78927203065134,CRDL
,52.77777777777778,CRDO
,63.32644628099173,CREG
,56.80647534952171,CRESY
,57.89473684210527,CREV
,59.931113662456944,CREX
,52.13675213675214,CRGO
,47.05882352941176,CRGX
,56.26576955424727,CRIS
,59.62732919254658,CRKN
,55.81061692969871,CRMD
,57.54716981132076,CRML
,58.038585209003216,CRMT
,53.74449339207048,CRNC
,57.49158249158249,CRNT
,55.43859649122807,CRNX
,57.377049180327866,CRON
,54.05701754385965,CROX
,53.61930294906166,CRSP
,56.57142857142857,CRSR
,50.09560229445506,CRTO
,49.60045662100457,CRUS
,52.002427184466015,CRVL
,66.66666666666666,CRVO
,58.70646766169154,CRVS
,60.0,CRWD
,61.03012633624878,CRWS
,55.93607305936074,CSA
,53.103448275862064,CSB
,66.12529002320186,CSBR
,60.41666666666666,CSCI
,51.71811298776936,CSCO
,52.98969072164949,CSF
,49.38176197836167,CSGP
,51.62889518413599,CSGS
,49.14089347079037,CSIQ
,73.52941176470588,CSLM
,90.82568807339447,CSLMU
,50.0,CSLR
,59.83992467043314,CSPI
,53.73134328358209,CSQ
,53.8971807628524,CSTE
,52.991452991453,CSTL
,60.65795403334836,CSWC
,57.89473684210527,CSWCZ
,53.990610328638496,CSWI
,50.70873342478281,CSX
,49.31573802541544,CTAS
,60.43835616438356,CTBI
,65.60000000000001,CTCX
,61.76470588235294,CTEC
,55.471698113207545,CTHR
,40.298507462686565,CTKB
,56.93664795509223,CTLP
,51.05882352941177,CTMX
,68.75,CTNT
,78.125,CTOR
,60.311284046692606,CTRM
,49.68354430379747,CTRN
,48.61111111111111,CTSH
,57.271702367531006,CTSO
,60.50420168067227,CTXR
,57.32356857523302,CUBA
,56.23003194888179,CUE
,56.87203791469194,CURI
,50.64676616915423,CUTR
,58.5635359116022,CVAC
,61.694915254237294,CVBF
,50.52732502396932,CVCO
,54.1033434650456,CVGI
,50.59578368469294,CVGW
,37.93103448275862,CVKD
,51.02272727272727,CVLT
,53.28467153284672,CVRX
,59.8731165741475,CVV
,60.15873015873016,CWBC
,54.49591280653952,CWCO
,57.14285714285714,CWD
,49.02108433734939,CWST
,58.59872611464968,CXAI
,60.13289036544851,CXDO
,51.73010380622838,CXSE
,54.29769392033543,CYBR
,59.48361469712016,CYCC
,80.78175895765473,CYCCP
,59.12698412698413,CYCN
,49.58677685950413,CYN
,57.43315508021391,CYRX
,78.85095753538718,CYTH
,81.59509202453987,CYTHW
,54.24575424575424,CYTK
,58.67768595041323,CYTO
,72.41922773837668,CZFS
,63.19628647214854,CZNC
,52.51046025104602,CZR
,61.49253731343284,CZWI
,54.45026178010471,DADA
,58.004509582863584,DAIO
,51.58311345646438,DAKT
,51.02040816326531,DALI
,57.14285714285714,DALN
,48.97959183673469,DAPP
,55.400000000000006,DARE
,46.66666666666666,DASH
,59.54198473282442,DATS
,70.22900763358778,DATSW
,44.52054794520548,DAVE
,50.35460992907801,DAWN
,48.20295983086681,DAX
,66.43356643356644,DBGI
,57.71670190274841,DBVT
,55.14950166112956,DBX
,49.696969696969695,DCBO
,52.760736196319016,DCGO
,57.537490134175215,DCOM
,58.17307692307693,DCOMP
,51.68918918918919,DCTH
,46.09375,DDI
,50.2970297029703,DDIV
,53.53982300884957,DDOG
,66.66666666666666,DECA
