Symbol,Accuracy
KIRIINDUS,56.5772669220945
KIRLOSBROS,51.696832579185525
KIRLOSENG,49.95331465919701
KIRLOSIND,50.927643784786646
KIRLPNU,53.48837209302325
KITEX,54.15929203539823
KKCL,51.24434389140271
KMSUGAR,66.16541353383458
KNRCON,53.60303413400759
KOHINOOR,60.44568245125348
KOKUYOCMLN,54.8051948051948
KOLTEPATIL,55.375
KOPRAN,55.98885793871866
KOTAKBANK,51.681415929203546
KOTARISUG,59.78947368421053
KOTHARIPET,59.92578849721707
KOTHARIPRO,53.2033426183844
KPIGREEN,56.15384615384615
KPIL,54.83870967741935
KPITTECH,53.71900826446281
KPRMILL,47.607361963190186
KRBL,54.45454545454545
KREBSBIO,56.59340659340659
KRIDHANINF,59.7051597051597
KRISHANA,62.2478386167147
KRITI,81.9078947368421
KRITIKA,74.33962264150942
KRITINUT,48.57142857142857
KRSNAA,48.81889763779528
KSB,51.99628597957289
KSCL,48.641975308641975
KSHITIJPOL,61.18421052631579
KSL,52.63852242744064
KSOLVES,57.30337078651685
KTKBANK,50.54667788057191
KUANTUM,50.69124423963134
LAGNAM,63.43283582089553
LAL,62.22222222222222
LALPATHLAB,47.783251231527096
LAMBODHARA,60.57906458797328
LANDMARK,53.333333333333336
LAOPALA,55.011933174224346
LASA,56.112852664576806
LATENTVIEW,51.75438596491229
LATTEYS,73.75886524822694
LAURUSLABS,52.94117647058824
LAXMICOT,76.14678899082568
LCCINFOTEC,72.330547818013
LEMONTREE,52.90102389078498
LEXUS,65.94427244582043
LFIC,68.19526627218934
LGBBROSLTD,52.130325814536334
LGHL,73.82198952879581
LIBAS,57.68115942028985
LIBERTSHOE,54.96750232126277
LICHSGFIN,48.74651810584958
LICI,57.77777777777777
LIKHITHA,51.19047619047619
LINC,52.13483146067416
LINCOLN,50.0
LINDEINDIA,50.800336983993255
LLOYDSENGG,40.0
LLOYDSME,43.75
LMW,51.66975881261595
LODHA,38.46153846153847
LOKESHMACH,56.98070374574348
LORDSCHLO,52.0
LOTUSEYE,57.12435233160622
LOVABLE,53.05164319248826
LOYALTEX,51.28205128205128
LPDC,60.495436766623214
LT,48.97959183673469
LTF,51.53473344103393
LTFOODS,58.82352941176471
LTIM,53.315649867374006
LTTS,46.88346883468834
LUMAXIND,53.29619312906221
LUMAXTECH,50.23640661938534
LUPIN,52.32142857142858
LUXIND,52.07823960880196
LXCHEM,49.31506849315068
LYKALABS,59.98588567395908
LYPSAGEMS,57.647058823529406
M&M,52.22300635144672
M&MFIN,51.29650507328072
MAANALU,56.554712892741065
MACPOWER,60.8843537414966
MADHAV,57.69712140175219
MADHUCON,58.323632130384176
MADRASFERT,57.381615598885794
MAGADSUGAR,47.09480122324159
MAGNUM,60.09852216748769
MAHABANK,55.93908629441624
MAHAPEXLTD,55.972696245733786
MAHASTEEL,52.89473684210526
MAHEPC,51.741293532338304
MAHESHWARI,54.78260869565217
MAHLIFE,51.0677808727948
MAHLOG,52.07667731629393
MAHSCOOTER,52.089136490250695
MAHSEAMLES,49.721706864564005
MAITHANALL,53.44
MALLCOM,50.96153846153846
MALUPAPER,58.4841628959276
MANAKALUCO,59.50226244343892
MANAKCOAT,56.56108597285068
MANAKSIA,53.575909661229616
MANAKSTEEL,54.97737556561086
MANALIPETC,55.93692022263451
MANAPPURAM,51.62721893491125
MANGALAM,59.05172413793104
MANGCHEFER,55.1980198019802
MANGLMCEM,52.36768802228412
MANINDS,54.929577464788736
MANINFRA,51.230101302460206
MANKIND,52.38095238095239
MANOMAY,55.35714285714286
MANORAMA,55.42168674698795
MANORG,54.310344827586206
MANUGRAPH,57.65661252900232
MANYAVAR,51.9607843137255
MAPMYINDIA,49.09090909090909
MARALOVER,56.73166202414113
MARATHON,59.78260869565217
MARICO,52.0
MARINE,59.62264150943396
MARKSANS,54.79069767441861
MARSHALL,62.825278810408925
MARUTI,48.19512195121951
MASFIN,54.11392405063291
MASKINVEST,74.31693989071039
MASTEK,51.298701298701296
MATRIMONY,56.112852664576806
MAWANASUG,54.93910690121786
MAXESTATES,58.82352941176471
MAXHEALTH,48.86363636363637
MAXIND,53.71428571428572
MAYURUNIQ,53.09734513274337
MAZDA,52.19780219780221
MAZDOCK,42.01183431952663
MBAPL,64.05405405405405
MBECL,57.62514551804424
MBLINFRA,58.22603719599427
MCL,54.492753623188406
MCLEODRUSS,53.03454715219421
MCX,53.04054054054054
MEDANTA,43.07692307692308
MEDIASSIST,16.666666666666664
MEDICAMEQ,57.26495726495726
MEDICO,59.55056179775281
MEDPLUS,51.37614678899083
MEGASOFT,57.12545676004872
MEGASTAR,52.94117647058824
MENONBE,52.13483146067416
METROBRAND,52.72727272727272
METROPOLIS,52.47933884297521
MFSL,51.271186440677965
MGEL,60.66350710900474
MGL,47.10526315789474
MHLXMIRU,61.90476190476191
MHRIL,50.89903181189488
MICEL,64.25120772946859
MIDHANI,49.14675767918089
MINDACORP,57.1912013536379
MINDTECK,52.92553191489362
MIRCELECTR,58.44155844155844
MIRZAINT,57.69944341372912
MITCON,73.91304347826086
MITTAL,64.60481099656357
MKPL,79.51070336391437
MMFL,49.94110718492344
MMP,59.310344827586206
MMTC,57.85714285714286
MODIRUBBER,63.12056737588653
MODISONLTD,52.11267605633802
MODTHREAD,33.33333333333333
MOHITIND,56.00739371534196
MOIL,54.05819295558959
MOL,71.65354330708661
MOLDTECH,54.35356200527705
MOLDTKPAC,46.30872483221477
MONARCH,57.00934579439252
MONTECARLO,45.27472527472528
MORARJEE,61.471321695760594
MOREPENLAB,63.206214689265536
MOTHERSON,55.84415584415584
MOTILALOFS,49.32349323493235
MOTISONS,50.0
MOTOGENFIN,63.34883720930232
MPHASIS,52.36768802228412
MPSLTD,53.01764159702879
MRF,50.974930362116986
MRO-TEK,66.66666666666666
MRPL,57.485875706214685
MSPL,55.76086956521738
MSTCLTD,51.63934426229508
MSUMI,48.45360824742268
MTARTECH,47.97297297297297
MTNL,56.951305575158784
MUFIN,52.94117647058824
MUFTI,70.0
MUKANDLTD,55.93692022263451
MUKTAARTS,54.41039925719592
MUNJALAU,52.50737463126843
MUNJALSHOW,52.55338904363974
MURUDCERA,59.100204498977504
MUTHOOTCAP,51.4218009478673
MUTHOOTFIN,47.55134281200632
MUTHOOTMF,66.66666666666666
MVGJL,47.61904761904761
NACLIND,52.33918128654971
NAGAFERT,66.85340802987861
NAGREEKCAP,63.91982182628062
NAGREEKEXP,58.01781737193764
NAHARCAP,55.0761421319797
NAHARINDUS,53.61512791991101
NAHARPOLY,58.070500927643785
NAHARSPING,51.76252319109462
NAM-INDIA,53.99361022364217
NARMADA,74.74048442906575
NATCOPHARM,53.14043754410727
NATHBIOGEN,51.30260521042084
NATIONALUM,49.9597747385358
NAUKRI,47.010550996483005
NAVA,54.50324976787372
NAVINFLUOR,50.5441354292624
NAVKARCORP,55.60859188544153
NAVNETEDUL,52.22634508348795
NAZARA,51.36986301369864
NBCC,53.83304940374786
NBIFIN,46.239554317548745
NCC,51.49253731343284
NCLIND,54.61077844311377
NDGL,55.376344086021504
NDL,59.08584169453734
NDLVENTURE,46.774193548387096
NDRAUTO,45.81005586592179
NDTV,52.19611848825332
NECCLTD,57.32323232323232
NECLIFE,58.47826086956521
NELCAST,54.73300970873787
NELCO,56.824512534818936
NEOGEN,51.24999999999999
NESCO,51.21019108280255
NESTLEIND,65.57835820895522
NETWEB,46.66666666666666
NETWORK18,61.940298507462686
NEULANDLAB,51.64690382081687
NEWGEN,47.35099337748344
NEXTMEDIA,58.77437325905292
NFL,54.59905660377359
NGIL,53.96825396825397
NGLFINE,47.5609756097561
NH,48.51485148514851
NHPC,52.93296089385476
NIACL,53.84615384615385
NIBL,54.93482309124767
NIITLTD,55.52536231884058
NIITMTS,57.14285714285714
NILAINFRA,59.77011494252874
NILASPACES,60.70038910505836
NILKAMAL,55.3968253968254
NINSYS,49.01960784313725
NIPPOBATRY,55.2460538532962
NIRAJ,54.70588235294118
NITCO,55.2423900789177
NITINSPIN,55.09518477043673
NITIRAJ,71.01449275362319
NKIND,61.73469387755102
NLCINDIA,50.4258943781942
NMDC,48.542458808618505
NOCIL,56.54596100278552
NOIDATOLL,59.33649289099526
NORBTEAEXP,67.31662024141133
NOVAAGRI,40.0
NRAIL,53.93586005830904
NRBBEARING,51.855287569573285
NRL,57.00934579439252
NSIL,55.47309833024119
NSLNISP,50.0
NTPC,48.37696335078534
NUCLEUS,52.516619183285854
NURECA,59.333333333333336
NUVAMA,47.61904761904761
NUVOCO,53.17460317460318
NYKAA,53.91304347826087
OAL,58.24742268041238
OBCL,63.1578947368421
OBEROIRLTY,49.696969696969695
OCCL,52.618453865336654
OFSS,49.16512059369202
OIL,50.210378681626935
OILCOUNTUB,57.66016713091921
OLECTRA,57.47446610956361
OMAXAUTO,56.66347075743049
OMAXE,52.56723716381418
OMINFRAL,56.9377990430622
ONELIFECAP,60.720130932896886
ONEPOINT,53.59477124183007
ONGC,49.43502824858757
ONMOBILE,53.09734513274337
ONWARDTEC,54.59610027855153
OPTIEMUS,58.15384615384615
ORBTEXP,52.94117647058824
ORCHPHARMA,55.80315691736305
ORICONENT,57.27699530516433
ORIENTALTL,59.833134684147794
ORIENTBELL,52.01900237529691
ORIENTCEM,48.38095238095238
ORIENTCER,73.33333333333333
ORIENTELEC,48.95833333333333
ORIENTHOT,53.48189415041783
ORIENTLTD,62.33766233766234
ORIENTPPR,53.80333951762524
ORISSAMINE,55.5052790346908
OSIAHYPER,74.27385892116183
OSWALAGRO,59.040590405904055
OSWALGREEN,55.71030640668524
OSWALSEEDS,61.07142857142858
PAGEIND,50.83532219570406
PAISALO,53.507565337001374
PAKKA,42.42424242424242
PALASHSECU,54.74006116207951
PALREDTEC,57.18623481781376
PANACEABIO,56.58627087198516
PANACHE,63.12684365781711
PANAMAPET,56.7699836867863
PANSARI,71.80232558139535
PAR,60.337552742616026
PARACABLES,58.67768595041323
PARADEEP,47.72727272727273
PARAGMILK,55.69948186528497
PARAS,58.67768595041323
PARASPETRO,85.3544776119403
PARKHOTELS,25.0
PARSVNATH,54.460093896713616
PASUPTAC,54.6218487394958
PATANJALI,56.91736304549675
PATELENG,52.34042553191489
PATINTLOG,57.66331658291457
PAVNAIND,67.12328767123287
PAYTM,44.73684210526316
PCBL,54.68895078922934
PCJEWELLER,49.90958408679928
PDMJEPAPER,56.74300254452926
PDSL,54.64362850971922
PEARLPOLY,58.99814471243042
PEL,49.47071277346507
PENIND,56.94656488549619
PENINLAND,55.009276437847866
PERSISTENT,50.145348837209305
PETRONET,53.596757852077005
PFC,50.29726516052319
PFIZER,53.1104921077066
PFOCUS,55.37757437070938
PFS,55.01567398119123
PGEL,57.00325732899023
PGHH,51.30597014925373
PGHL,55.43175487465181
PGIL,55.93824228028503
PHOENIXLTD,49.81992797118848
PIDILITIND,51.53203342618384
PIGL,70.83333333333334
PIIND,48.2484076433121
PILANIINVS,55.57377049180327
PILITA,61.1577964519141
PIONEEREMB,57.22411831626849
PITTIENG,55.753262158956105
PIXTRANS,47.82608695652174
PKTEA,64.94082840236686
PLASTIBLEN,54.36320754716981
PNB,47.95918367346938
PNBGILTS,55.93692022263451
PNBHOUSING,55.64738292011019
PNC,57.66016713091921
PNCINFRA,48.15668202764977
POCL,81.1178247734139
PODDARMENT,52.07756232686981
POKARNA,53.29815303430079
POLICYBZR,51.30434782608696
POLYCAB,49.17355371900827
POLYMED,47.93388429752066
POLYPLEX,53.2033426183844
PONNIERODE,54.68895078922934
POONAWALLA,51.16988809766022
POWERGRID,47.901234567901234
POWERINDIA,45.91836734693878
POWERMECH,51.06888361045131
PPAP,54.02010050251256
PPL,49.57264957264957
PPLPHARMA,50.72463768115942
PRAENG,57.497048406139314
PRAJIND,53.2033426183844
PRAKASH,55.33890436397401
PRAKASHSTL,66.01796407185628
PRAXIS,58.13953488372093
PRECAM,56.64160401002506
PRECOT,55.40983606557377
PRECWIRE,51.99628597957289
PREMEXPLN,56.282722513089
PREMIERPOL,68.94736842105263
PRESTIGE,53.86949924127465
PRICOLLTD,53.15398886827458
PRIMESECU,55.009276437847866
PRINCEPIPE,52.88461538461539
PRITI,71.42857142857143
PRITIKAUTO,65.625
PRIVISCL,45.08009153318078
PROZONER,58.12720848056537
PRSMJOHNSN,54.50324976787372
PRUDENT,52.80898876404494
PRUDMOULI,70.0
PSB,57.75729646697389
PSPPROJECT,50.44776119402985
PTC,50.0507614213198
PTCIL,43.24324324324324
PTL,55.21327014218009
PUNJABCHEM,53.32480818414322
PURVA,52.88343558282208
PVP,60.727013542409125
PVRINOX,48.38709677419355
PYRAMID,38.46153846153847
QUESS,53.29815303430079
QUICKHEAL,50.0
RACE,64.28571428571429
RADAAN,68.55225311601151
RADHIKAJWE,39.50617283950617
RADIANTCMS,44.82758620689656
RADICO,51.45914396887159
RADIOCITY,58.84057971014492
RAILTEL,46.66666666666666
RAIN,65.76492537313433
RAINBOW,53.84615384615385
RAJESHEXPO,51.855287569573285
RAJMET,64.66165413533834
RAJRATAN,55.02645502645503
RAJRILTD,67.65053128689492
RAJSREESUG,55.98885793871866
RAJTV,54.17661097852029
RALLIS,50.51067780872794
RAMANEWS,60.3896103896104
RAMAPHO,52.56410256410257
RAMASTEEL,50.0
RAMCOCEM,51.11317254174397
RAMCOIND,54.63821892393321
RAMCOSYS,56.95611577964519
RAMKY,52.41691842900303
RAMRAT,46.83544303797469
RANASUG,61.06382978723405
RANEENGINE,57.88113695090439
RANEHOLDIN,52.22634508348795
RATEGAIN,48.18181818181818
RATNAMANI,49.31818181818181
RATNAVEER,45.83333333333333
RAYMOND,52.33050847457628
RBA,56.25
RBL,57.769423558897245
RBLBANK,49.73118279569893
RBZJEWEL,40.0
RCF,55.43175487465181
RECLTD,50.63451776649747
REDINGTON,51.9002375296912
REDTAPE,48.14814814814815
REFEX,56.10795454545454
REGENCERAM,67.81076066790352
RELAXO,51.67464114832536
RELCHEMQ,52.80898876404494
RELIABLE,77.84810126582279
RELIANCE,47.175141242937855
RELIGARE,52.55292652552927
RELINFRA,51.44671841919548
REMSONSIND,68.18181818181817
RENUKA,56.24309392265193
REPCOHOME,53.14814814814815
REPL,58.12274368231047
REPRO,55.26590198123045
RESPONIND,53.566009104704094
RGL,53.625
RHFL,62.695924764890286
RHIM,52.19594594594594
RHL,46.51162790697674
RICOAUTO,55.15320334261838
RIIL,52.82485875706215
RISHABH,66.66666666666666
RITCO,53.191489361702125
RITES,46.619217081850536
RKDL,60.82949308755761
RKEC,57.41324921135647
RKFORGE,53.61875637104995
RML,53.17286652078774
ROHLTD,51.00896860986547
ROLEXRINGS,50.0
ROLLT,57.340720221606645
ROLTA,56.4531104921077
ROML,65.22948539638386
ROSSARI,47.77777777777778
ROSSELLIND,57.34513274336284
ROTO,60.215053763440864
ROUTE,57.55813953488372
RPGLIFE,55.08870214752568
RPOWER,53.661616161616166
RPPINFRA,56.11620795107034
RPPL,62.546816479400746
RPSGVENT,55.33596837944664
RPTECH,66.66666666666666
RRKABEL,50.0
RSSOFTWARE,55.06035283194058
RSWM,55.43175487465181
RSYSTEMS,52.94784580498866
RTNINDIA,56.64335664335665
RTNPOWER,65.30324400564174
RUBYMILLS,54.50324976787372
RUCHINFRA,58.37231057062675
RUCHIRA,56.77267373380448
RUPA,57.85123966942148
RUSHIL,58.24
RUSTOMJEE,51.5625
RVHL,54.71698113207547
RVNL,58.8477366255144
S&SPOWER,58.46153846153847
SABEVENTS,71.08108108108108
SABTNL,57.7922077922078
SADBHAV,53.76827896512936
SADBHIN,57.41626794258373
SADHNANIQ,69.04761904761905
SAFARI,50.22421524663677
SAGARDEEP,55.62310030395137
SAGCEM,55.45023696682464
SAH,36.84210526315789
SAHYADRI,50.0
SAIL,52.43472124206069
SAKAR,55.072463768115945
SAKHTISUG,57.381615598885794
SAKSOFT,57.74193548387097
SAKUMA,54.95495495495496
SALASAR,48.92966360856269
SALONA,67.31343283582089
SALSTEEL,60.33578174186779
SALZERELEC,49.87775061124695
SAMBHAAV,66.23376623376623
SAMHI,65.21739130434783
SAMMAANCAP,52.86259541984733
SAMPANN,58.39160839160839
SANCO,61.02941176470589
SANDESH,57.84586815227484
SANDHAR,52.38095238095239
SANDUMA,60.0
SANGAMIND,54.45269016697589
SANGHIIND,56.40732265446224
SANGHVIMOV,53.55450236966824
SANGINITA,58.84057971014492
SANOFI,50.60352831940576
SANSERA,48.36065573770492
SANWARIA,61.738148984198645
SAPPHIRE,47.368421052631575
SARDAEN,52.55681818181818
SAREGAMA,55.43175487465181
SARLAPOLY,59.05325443786982
SARVESHWAR,62.37288135593221
SASKEN,49.890350877192986
SASTASUNDR,55.4380664652568
SATIA,51.73913043478261
SATIN,55.10688836104512
SATINDLTD,54.6875
SAURASHCEM,100.0
SBC,57.89473684210527
SBCL,52.23880597014925
SBFC,66.66666666666666
SBGLP,49.0566037735849
SBICARD,50.505050505050505
SBILIFE,53.14465408805032
SBIN,51.23500352858152
SCHAEFFLER,48.18941504178273
SCHAND,58.28402366863905
SCHNEIDER,57.11864406779661
SCI,52.73909006499535
SCPL,45.3125
SDBL,53.46938775510204
SEAMECLTD,54.68895078922934
SECMARK,55.00000000000001
SECURKLOUD,61.44578313253012
SEJALLTD,66.95035460992908
SELAN,51.91637630662021
SELMC,65.44117647058823
SEMAC,58.73362445414847
SENCO,68.75
SEPC,56.63716814159292
SEQUENT,53.417721518987335
SERVOTECH,53.96039603960397
SESHAPAPER,53.38904363974002
SETCO,57.631578947368425
SETUINFRA,64.43719412724307
SFL,50.0
SGIL,53.07692307692308
SGL,60.74660633484162
SHAH,58.06451612903226
SHAHALLOYS,62.121212121212125
SHAILY,53.125
SHAKTIPUMP,52.78688524590164
SHALBY,53.896103896103895
SHALPAINTS,56.40050697084917
SHANKARA,57.43440233236152
SHANTI,73.00613496932516
SHANTIGEAR,53.71057513914656
SHARDACROP,53.648068669527895
SHARDAMOTR,53.095238095238095
SHAREINDIA,50.0
SHEKHAWATI,64.97975708502024
SHEMAROO,53.97849462365591
SHILPAMED,55.25568181818182
SHIVALIK,56.75675675675676
SHIVAMAUTO,55.68581477139508
SHIVAMILLS,54.0268456375839
SHIVATEX,59.74025974025974
SHK,51.338199513382
SHOPERSTOP,51.616379310344826
SHRADHA,67.85714285714286
SHREDIGCEM,49.11504424778761
SHREECEM,51.28432240921169
SHREEPUSHK,53.46062052505967
SHREERAMA,58.22890559732665
SHRENIK,65.85365853658537
SHREYANIND,67.09916589434661
SHRIPISTON,51.95822454308095
SHRIRAMFIN,51.20593692022264
SHRIRAMPPS,46.36363636363636
SHYAMCENT,56.23529411764706
SHYAMMETL,50.0
SHYAMTEL,64.93506493506493
SICALLOG,57.14285714285714
SIEMENS,53.25396825396825
SIGACHI,53.91304347826087
SIGIND,57.92452830188679
SIGMA,61.58536585365854
SIGNATURE,45.45454545454545
SIGNPOST,100.0
SIGNPOST,100.0
SIKKO,70.03058103975535
SIL,58.16326530612245
SILGO,67.16981132075472
SILINV,56.08170844939647
SILLYMONKS,60.396039603960396
SILVERTUC,66.99029126213593
SIMBHALS,56.1282932416953
SIMPLEXINF,55.45454545454545
SINDHUTRAD,66.66666666666666
SINTERCOM,60.200668896321076
SIRCA,53.35689045936396
SIS,58.15384615384615
SITINET,60.520094562647756
SIYSIL,60.47794117647059
SJS,42.608695652173914
SJVN,54.10557184750733
SKFINDIA,49.76657329598506
SKIPPER,52.30414746543779
SKMEGGPROD,55.06035283194058
SKYGOLD,55.172413793103445
SMARTLINK,56.73166202414113
SMCGLOBAL,48.66666666666667
SMLISUZU,53.2033426183844
SMLT,47.78761061946903
SMSLIFE,50.617283950617285
SMSPHARMA,54.285714285714285
SNOWMAN,54.059829059829056
SOBHA,52.06124852767962
SOFTTECH,61.18881118881119
SOLARA,60.14234875444839
SOLARINDS,51.63841807909605
SOMANYCERA,54.452690166975884
SOMATEX,60.724233983286915
SOMICONVEY,53.96825396825397
SONACOMS,55.223880597014926
SONAMLTD,60.854092526690394
SONATSOFTW,57.10306406685237
SOTL,53.760445682451255
SOUTHBANK,58.39936608557845
SOUTHWEST,54.515050167224075
SPAL,51.60427807486631
SPANDANA,54.86725663716814
SPARC,63.523809523809526
SPCENET,75.44204322200393
SPECIALITY,53.700516351118765
SPENCERS,55.73122529644269
SPIC,55.43175487465181
SPLIL,57.562568008705114
SPLPETRO,52.92479108635098
SPMLINFRA,56.029684601113175
SPORTKING,43.42105263157895
SREEL,57.76892430278885
SRF,50.13927576601671
SRGHFL,57.692307692307686
SRHHYPOLTD,55.35499398315282
SRPL,72.0
SSWL,53.88768898488121
STAR,51.80722891566265
STARCEMENT,55.72289156626506
STARHEALTH,52.25225225225225
STARPAPER,52.78293135435993
STARTECK,60.86956521739131
STCINDIA,52.79383429672448
STEELCAS,48.24561403508772
STEELCITY,57.10144927536231
STEELXIND,52.13414634146341
STEL,55.03875968992248
STERTOOLS,52.40761478163493
STLTECH,50.47454702329595
STOVEKRAFT,47.712418300653596
STYLAMIND,46.51162790697674
STYRENIX,55.08870214752568
SUBEXLTD,56.98818897637795
SUBROS,56.630434782608695
SUDARSCHEM,58.04046858359957
SUKHJITS,56.060606060606055
SULA,63.33333333333333
SUMICHEM,53.431372549019606
SUMIT,52.41635687732342
SUMMITSEC,52.198581560283685
SUNCLAY,33.33333333333333
SUNDARAM,63.8235294117647
SUNDARMFIN,51.81058495821726
SUNDARMHLD,58.16326530612245
SUNDRMBRAK,51.91409897292251
SUNDRMFAST,53.98886827458256
SUNFLAG,56.59340659340659
SUNPHARMA,49.2589978828511
SUNTECK,52.33380480905233
SUNTV,49.65986394557823
SUPERHOUSE,51.716738197424895
SUPERSPIN,57.098765432098766
SUPRAJIT,54.30393198724761
SUPREMEENG,61.71003717472119
SUPREMEIND,50.324976787372336
SUPREMEINF,56.188118811881196
SUPRIYA,56.88073394495413
SURAJEST,50.0
SURANASOL,58.916900093370685
SURANAT&P,56.86456400742115
SURYALAXMI,55.473098330241186
SURYAROSNI,54.317548746518106
SURYODAY,45.89041095890411
SUTLEJTEX,52.847805788982264
SUULD,62.89752650176679
SUVEN,50.44598612487612
SUVENPHAR,56.56565656565656
SUVIDHAA,63.6986301369863
SUZLON,56.22932745314223
SVLL,69.25795053003534
SVPGLOB,64.8854961832061
SWANENERGY,58.519793459552496
SWARAJENG,52.73909006499535
SWELECTES,52.5
SWSOLAR,51.76991150442478
SYMPHONY,52.86624203821656
SYNCOMF,50.76923076923077
SYNGENE,46.335697399527184
SYRMA,51.31578947368421
TAINWALCHM,59.09090909090909
TAJGVK,54.570895522388064
TAKE,55.33742331288344
TALBROAUTO,54.76744186046511
TANLA,59.85832349468713
TARACHAND,59.183673469387756
TARAPUR,64.80938416422288
TARC,47.16981132075472
TARMAT,60.58394160583942
TARSONS,53.98230088495575
TASTYBITE,51.45348837209303
TATACHEM,51.729004940014114
TATACOMM,51.62488393686166
TATACONSUM,50.98870056497176
TATAELXSI,53.760445682451255
TATAINVEST,57.233592095977414
TATAMOTORS,53.3969010727056
TATAPOWER,50.0
TATASTEEL,50.45871559633027
TATATECH,69.23076923076923
TATVA,51.93798449612403
TBZ,52.56849315068494
TCI,48.701298701298704
TCIEXP,53.072625698324025
TCIFINANCE,61.88166828322017
TCLCONS,56.63716814159292
TCPLPACK,53.48101265822785
TCS,52.98507462686567
TDPOWERSYS,50.324675324675326
TEAMLEASE,50.37593984962406
TECHM,50.982658959537574
TECHNOE,55.86124401913876
TECILCHEM,72.72727272727273
TEGA,54.054054054054056
TEJASNET,54.38066465256798
TEMBO,61.904761904761905
TERASOFT,56.17977528089888
TEXINFRA,56.074766355140184
TEXMOPIPES,56.58465991316932
TEXRAIL,52.95950155763239
TFCILTD,58.867223769730735
TFL,58.333333333333336
TGBHOTELS,56.3855421686747
THANGAMAYL,51.873198847262245
THEINVEST,54.601226993865026
THEJO,64.55026455026454
THEMISMED,56.45933014354066
THERMAX,50.18552875695733
THOMASCOOK,55.15320334261838
THOMASCOTT,70.18425460636516
THYROCARE,53.608247422680414
TI,56.23145400593472
TIIL,52.612826603325416
TIINDIA,50.955414012738856
TIJARIA,59.57446808510638
TIL,53.760445682451255
TIMESGTY,58.44155844155844
TIMETECHNO,54.9636803874092
TIMKEN,62.68656716417911
TIPSFILMS,48.57142857142857
TIPSMUSIC,54.78180129990715
TIRUMALCHM,53.52504638218923
TIRUPATIFL,57.413249211356465
TITAGARH,50.44699872286079
TITAN,49.54128440366973
TMB,53.42465753424658
TNPETRO,58.12441968430826
TNPL,52.28758169934641
TNTELE,64.92063492063492
TOKYOPLAST,63.26530612244898
TORNTPHARM,49.721706864564005
TORNTPOWER,53.16901408450704
TOTAL,66.15384615384615
TOUCHWOOD,60.26058631921825
TPHQ,54.57142857142857
TPLPLASTEH,57.701149425287355
TRACXN,51.470588235294116
TREEHOUSE,57.60517799352751
TREJHARA,52.14007782101168
TREL,50.0
TRENT,52.73909006499535
TRF,57.42857142857143
TRIDENT,58.681522748375116
TRIGYN,57.938718662952645
TRITURBINE,49.8360655737705
TRIVENI,52.77777777777778
TRU,60.0
TTKHLTCARE,59.42857142857143
TTKPRESTIG,52.319109461966605
TTL,55.172413793103445
TTML,57.682403433476395
TVSELECT,59.183673469387756
TVSHLTD,51.820728291316534
TVSMOTOR,51.782682512733444
TVSSCS,42.30769230769231
TVSSRICHAK,54.513064133016634
TVTODAY,54.062186559679034
TVVISION,62.43243243243243
UBL,51.94805194805194
UCAL,60.0
UCOBANK,54.50049455984174
UDS,42.857142857142854
UFLEX,52.55338904363974
UFO,56.88073394495413
UGARSUGAR,57.63473053892215
UGROCAP,53.90625
UJJIVANSFB,55.23809523809524
ULTRACEMCO,53.408029878618116
UMAEXPORTS,49.473684210526315
UMANGDAIRY,55.012224938875306
UMESLTD,69.04761904761905
UNICHEMLAB,51.298701298701296
UNIDT,53.216374269005854
UNIENTER,54.78180129990715
UNIINFO,60.47297297297297
UNIONBANK,51.031894934333955
UNIPARTS,45.90163934426229
UNITECH,58.16326530612245
UNITEDPOLY,75.94202898550725
UNITEDTEA,56.36623748211731
UNIVASTU,63.345195729537366
UNIVCABLES,54.823747680890534
UNIVPHOTO,53.73134328358209
UNOMINDA,52.07591933570581
UPL,48.97959183673469
URAVI,73.28767123287672
URJA,60.75581395348837
USHAMART,53.44202898550725
USK,58.69565217391305
UTIAMC,44.37869822485207
UTKARSHBNK,45.16129032258064
UTTAMSUGAR,54.97737556561086
V2RETAIL,55.650060753341435
VADILALIND,53.18471337579618
VAIBHAVGBL,55.57809330628803
VAISHALI,61.60990712074303
VAKRANGEE,53.22033898305085
VALIANTLAB,42.857142857142854
VALIANTORG,62.35294117647059
VARDHACRLC,58.201581027667984
VARDMNPOLY,52.38095238095239
VARROC,54.285714285714285
VASCONEQ,56.54676258992806
VASWANI,56.393442622950815
VBL,51.790633608815426
VCL,73.40425531914893
VEDL,54.19901199717714
VEEDOL,52.36406619385343
VENKEYS,52.64623955431755
VENUSPIPES,59.55056179775281
VENUSREM,89.16372202591283
VERANDA,56.84210526315789
VERTOZ,56.91318327974276
VESUVIUS,51.62488393686166
VETO,55.47945205479452
VGUARD,51.649746192893396
VHL,55.43175487465181
VHLTD,62.745098039215684
VIDHIING,55.3030303030303
VIJAYA,51.21951219512195
VIJIFIN,67.28232189973615
VIKASECO,59.27152317880795
VIKASLIFE,70.41666666666667
VIMTALABS,53.50389321468298
VINATIORGA,50.41551246537396
VINDHYATEL,55.89600742804085
VINEETLAB,59.55882352941176
VINNY,75.09433962264151
VINYLINDIA,58.89724310776943
VIPCLOTHNG,53.42298288508558
VIPIND,56.453110492107704
VIPULLTD,59.42857142857143
VIRINCHI,54.761904761904766
VISAKAIND,53.946146703806875
VISHNU,53.033707865168545
VISHWARAJ,53.21100917431193
